index:ID,class,definition,description,:LABEL
22251,javax.xml.ws.http.EndpointContext,,,Class
22252,javax.xml.ws.http.Holder<T>,,,Class
22253,javax.xml.ws.http.Service,,,Class
22254,javax.xml.ws.http.WebServicePermission,,,Class
22255,javax.xml.ws.soap.AddressingFeature,,,Class
22256,javax.xml.ws.soap.MTOMFeature,,,Class
22257,javax.xml.ws.spi.Invoker,,,Class
22258,javax.xml.ws.spi.ServiceDelegate,,,Class
22259,javax.xml.ws.spi.Provider,,,Class
22260,javax.xml.ws.spi.http.HttpContext,,,Class
22261,javax.xml.ws.spi.http.HttpHandler,,,Class
22262,javax.xml.ws.spi.http.HttpExchange,,,Class
22263,javax.xml.ws.wsaddressing.W3CEndpointReference,,,Class
22264,javax.xml.ws.wsaddressing.W3CEndpointReferenceBuilder,,,Class
22265,javax.xml.xpath.XPathConstants,,,Class
22266,javax.xml.xpath.XPathFactory,,,Class
22267,org.ietf.jgss.ChannelBinding,,,Class
22268,org.ietf.jgss.MessageProp,,,Class
22269,org.ietf.jgss.GSSManager,,,Class
22270,org.ietf.jgss.Oid,,,Class
22271,org.omg.CORBA._IDLTypeStub,,,Class
22272,org.omg.CORBA.Any,,,Class
22273,org.omg.CORBA.AnySeqHelper,,,Class
22274,org.omg.CORBA.BooleanHolder,,,Class
22275,org.omg.CORBA.BooleanSeqHolder,,,Class
22276,org.omg.CORBA.CharHolder,,,Class
22277,org.omg.CORBA.CharSeqHolder,,,Class
22278,org.omg.CORBA.CompletionStatusHelper,,,Class
22279,org.omg.CORBA.ContextList,,,Class
22280,org.omg.CORBA.CurrentHolder,,,Class
22281,org.omg.CORBA.DefinitionKindHelper,,,Class
22282,org.omg.CORBA.DoubleSeqHelper,,,Class
22283,org.omg.CORBA.DynamicImplementation,,,Class
22284,org.omg.CORBA.ExceptionList,,,Class
22285,org.omg.CORBA.FixedHolder,,,Class
22286,org.omg.CORBA.FloatSeqHelper,,,Class
22287,org.omg.CORBA.IdentifierHelper,,,Class
22288,org.omg.CORBA.IntHolder,,,Class
22289,org.omg.CORBA.LongHolder,,,Class
22290,org.omg.CORBA.LongLongSeqHolder,,,Class
22291,org.omg.CORBA.LongSeqHolder,,,Class
22292,org.omg.CORBA.NameValuePair,,,Class
22293,org.omg.CORBA.NVList,,,Class
22294,org.omg.CORBA.ObjectHolder,,,Class
22295,org.omg.CORBA.OctetSeqHolder,,,Class
22296,org.omg.CORBA.ParameterMode,,,Class
22297,org.omg.CORBA.ParameterModeHolder,,,Class
22298,org.omg.CORBA.PolicyErrorHelper,,,Class
22299,org.omg.CORBA.PolicyHelper,,,Class
22300,org.omg.CORBA.PolicyListHelper,,,Class
22301,org.omg.CORBA.PolicyTypeHelper,,,Class
22302,org.omg.CORBA.PrincipalHolder,,,Class
22303,org.omg.CORBA.Request,,,Class
22304,org.omg.CORBA.ServiceDetail,,,Class
22305,org.omg.CORBA.ServiceInformation,,,Class
22306,org.omg.CORBA.ServiceInformationHolder,,,Class
22307,org.omg.CORBA.SetOverrideTypeHelper,,,Class
22308,org.omg.CORBA.ShortSeqHelper,,,Class
22309,org.omg.CORBA.StringHolder,,,Class
22310,org.omg.CORBA.StringSeqHolder,,,Class
22311,org.omg.CORBA.StructMember,,,Class
22312,org.omg.CORBA.TCKind,,,Class
22313,org.omg.CORBA.TypeCodeHolder,,,Class
22314,org.omg.CORBA.ULongLongSeqHolder,,,Class
22315,org.omg.CORBA.ULongSeqHolder,,,Class
22316,org.omg.CORBA.UnionMemberHelper,,,Class
22317,org.omg.CORBA.UnknownUserExceptionHolder,,,Class
22318,org.omg.CORBA.UShortSeqHolder,,,Class
22319,org.omg.CORBA.ValueBaseHolder,,,Class
22320,org.omg.CORBA.ValueMemberHelper,,,Class
22321,org.omg.CORBA.VisibilityHelper,,,Class
22322,org.omg.CORBA.WCharSeqHolder,,,Class
22323,org.omg.CORBA.WrongTransactionHolder,,,Class
22324,org.omg.CORBA.WStringSeqHolder,,,Class
22325,org.omg.CORBA._PolicyStub,,,Class
22326,org.omg.CORBA.AnyHolder,,,Class
22327,org.omg.CORBA.AnySeqHolder,,,Class
22328,org.omg.CORBA.BooleanSeqHelper,,,Class
22329,org.omg.CORBA.ByteHolder,,,Class
22330,org.omg.CORBA.CharSeqHelper,,,Class
22331,org.omg.CORBA.CompletionStatus,,,Class
22332,org.omg.CORBA.Context,,,Class
22333,org.omg.CORBA.CurrentHelper,,,Class
22334,org.omg.CORBA.DefinitionKind,,,Class
22335,org.omg.CORBA.DoubleHolder,,,Class
22336,org.omg.CORBA.DoubleSeqHolder,,,Class
22337,org.omg.CORBA.Environment,,,Class
22338,org.omg.CORBA.FieldNameHelper,,,Class
22339,org.omg.CORBA.FloatHolder,,,Class
22340,org.omg.CORBA.FloatSeqHolder,,,Class
22341,org.omg.CORBA.IDLTypeHelper,,,Class
22342,org.omg.CORBA.LocalObject,,,Class
22343,org.omg.CORBA.LongLongSeqHelper,,,Class
22344,org.omg.CORBA.LongSeqHelper,,,Class
22345,org.omg.CORBA.NamedValue,,,Class
22346,org.omg.CORBA.NameValuePairHelper,,,Class
22347,org.omg.CORBA.ObjectHelper,,,Class
22348,org.omg.CORBA.OctetSeqHelper,,,Class
22349,org.omg.CORBA.ORB,,,Class
22350,org.omg.CORBA.ParameterModeHelper,,,Class
22351,org.omg.CORBA.PolicyErrorCodeHelper,,,Class
22352,org.omg.CORBA.PolicyErrorHolder,,,Class
22353,org.omg.CORBA.PolicyHolder,,,Class
22354,org.omg.CORBA.PolicyListHolder,,,Class
22355,org.omg.CORBA.Principal,,,Class
22356,org.omg.CORBA.RepositoryIdHelper,,,Class
22357,org.omg.CORBA.ServerRequest,,,Class
22358,org.omg.CORBA.ServiceDetailHelper,,,Class
22359,org.omg.CORBA.ServiceInformationHelper,,,Class
22360,org.omg.CORBA.SetOverrideType,,,Class
22361,org.omg.CORBA.ShortHolder,,,Class
22362,org.omg.CORBA.ShortSeqHolder,,,Class
22363,org.omg.CORBA.StringSeqHelper,,,Class
22364,org.omg.CORBA.StringValueHelper,,,Class
22365,org.omg.CORBA.StructMemberHelper,,,Class
22366,org.omg.CORBA.TypeCode,,,Class
22367,org.omg.CORBA.ULongLongSeqHelper,,,Class
22368,org.omg.CORBA.ULongSeqHelper,,,Class
22369,org.omg.CORBA.UnionMember,,,Class
22370,org.omg.CORBA.UnknownUserExceptionHelper,,,Class
22371,org.omg.CORBA.UShortSeqHelper,,,Class
22372,org.omg.CORBA.ValueBaseHelper,,,Class
22373,org.omg.CORBA.ValueMember,,,Class
22374,org.omg.CORBA.VersionSpecHelper,,,Class
22375,org.omg.CORBA.WCharSeqHelper,,,Class
22376,org.omg.CORBA.WrongTransactionHelper,,,Class
22377,org.omg.CORBA.WStringSeqHelper,,,Class
22378,org.omg.CORBA.WStringValueHelper,,,Class
22379,org.omg.CORBA_2_3.ORB,,,Class
22380,org.omg.CORBA_2_3.portable.Delegate,,,Class
22381,org.omg.CORBA_2_3.portable.ObjectImpl,,,Class
22382,org.omg.CORBA_2_3.portable.InputStream,,,Class
22383,org.omg.CORBA_2_3.portable.OutputStream,,,Class
22384,org.omg.CORBA.DynAnyPackage.Delegate,,,Class
22385,org.omg.CORBA.DynAnyPackage.ObjectImpl,,,Class
22386,org.omg.CORBA.DynAnyPackage.InputStream,,,Class
22387,org.omg.CORBA.DynAnyPackage.OutputStream,,,Class
22388,org.omg.CORBA.ORBPackage.Delegate,,,Class
22389,org.omg.CORBA.ORBPackage.ObjectImpl,,,Class
22390,org.omg.CORBA.ORBPackage.InputStream,,,Class
22391,org.omg.CORBA.ORBPackage.OutputStream,,,Class
22392,org.omg.CORBA.portable.Delegate,,,Class
22393,org.omg.CORBA.portable.ObjectImpl,,,Class
22394,org.omg.CORBA.portable.ServantObject,,,Class
22395,org.omg.CORBA.portable.InputStream,,,Class
22396,org.omg.CORBA.portable.OutputStream,,,Class
22397,org.omg.CORBA.TypeCodePackage.Delegate,,,Class
22398,org.omg.CORBA.TypeCodePackage.ObjectImpl,,,Class
22399,org.omg.CORBA.TypeCodePackage.ServantObject,,,Class
22400,org.omg.CORBA.TypeCodePackage.InputStream,,,Class
22401,org.omg.CORBA.TypeCodePackage.OutputStream,,,Class
22402,org.omg.CosNaming._BindingIteratorImplBase,,,Class
22403,org.omg.CosNaming._NamingContextExtStub,,,Class
22404,org.omg.CosNaming._NamingContextStub,,,Class
22405,org.omg.CosNaming.BindingHelper,,,Class
22406,org.omg.CosNaming.BindingIteratorHelper,,,Class
22407,org.omg.CosNaming.BindingIteratorPOA,,,Class
22408,org.omg.CosNaming.BindingListHolder,,,Class
22409,org.omg.CosNaming.BindingTypeHelper,,,Class
22410,org.omg.CosNaming.IstringHelper,,,Class
22411,org.omg.CosNaming.NameComponentHelper,,,Class
22412,org.omg.CosNaming.NameHelper,,,Class
22413,org.omg.CosNaming.NamingContextExtHelper,,,Class
22414,org.omg.CosNaming.NamingContextExtPOA,,,Class
22415,org.omg.CosNaming.NamingContextHolder,,,Class
22416,org.omg.CosNaming._BindingIteratorStub,,,Class
22417,org.omg.CosNaming._NamingContextImplBase,,,Class
22418,org.omg.CosNaming.Binding,,,Class
22419,org.omg.CosNaming.BindingHolder,,,Class
22420,org.omg.CosNaming.BindingIteratorHolder,,,Class
22421,org.omg.CosNaming.BindingListHelper,,,Class
22422,org.omg.CosNaming.BindingType,,,Class
22423,org.omg.CosNaming.BindingTypeHolder,,,Class
22424,org.omg.CosNaming.NameComponent,,,Class
22425,org.omg.CosNaming.NameComponentHolder,,,Class
22426,org.omg.CosNaming.NameHolder,,,Class
22427,org.omg.CosNaming.NamingContextExtHolder,,,Class
22428,org.omg.CosNaming.NamingContextHelper,,,Class
22429,org.omg.CosNaming.NamingContextPOA,,,Class
22430,org.omg.CosNaming.NamingContextExtPackage.AddressHelper,,,Class
22431,org.omg.CosNaming.NamingContextExtPackage.InvalidAddressHolder,,,Class
22432,org.omg.CosNaming.NamingContextExtPackage.URLStringHelper,,,Class
22433,org.omg.CosNaming.NamingContextExtPackage.InvalidAddressHelper,,,Class
22434,org.omg.CosNaming.NamingContextExtPackage.StringNameHelper,,,Class
22435,org.omg.CosNaming.NamingContextPackage.AlreadyBoundHelper,,,Class
22436,org.omg.CosNaming.NamingContextPackage.CannotProceedHelper,,,Class
22437,org.omg.CosNaming.NamingContextPackage.InvalidNameHelper,,,Class
22438,org.omg.CosNaming.NamingContextPackage.NotEmptyHelper,,,Class
22439,org.omg.CosNaming.NamingContextPackage.NotFoundHelper,,,Class
22440,org.omg.CosNaming.NamingContextPackage.NotFoundReason,,,Class
22441,org.omg.CosNaming.NamingContextPackage.NotFoundReasonHolder,,,Class
22442,org.omg.CosNaming.NamingContextPackage.AlreadyBoundHolder,,,Class
22443,org.omg.CosNaming.NamingContextPackage.CannotProceedHolder,,,Class
22444,org.omg.CosNaming.NamingContextPackage.InvalidNameHolder,,,Class
22445,org.omg.CosNaming.NamingContextPackage.NotEmptyHolder,,,Class
22446,org.omg.CosNaming.NamingContextPackage.NotFoundHolder,,,Class
22447,org.omg.CosNaming.NamingContextPackage.NotFoundReasonHelper,,,Class
22448,org.omg.Dynamic.Parameter,,,Class
22449,org.omg.DynamicAny._DynAnyFactoryStub,,,Class
22450,org.omg.DynamicAny._DynArrayStub,,,Class
22451,org.omg.DynamicAny._DynFixedStub,,,Class
22452,org.omg.DynamicAny._DynStructStub,,,Class
22453,org.omg.DynamicAny._DynValueStub,,,Class
22454,org.omg.DynamicAny.DynAnyFactoryHelper,,,Class
22455,org.omg.DynamicAny.DynAnySeqHelper,,,Class
22456,org.omg.DynamicAny.DynEnumHelper,,,Class
22457,org.omg.DynamicAny.DynSequenceHelper,,,Class
22458,org.omg.DynamicAny.DynUnionHelper,,,Class
22459,org.omg.DynamicAny.FieldNameHelper,,,Class
22460,org.omg.DynamicAny.NameDynAnyPairHelper,,,Class
22461,org.omg.DynamicAny.NameValuePair,,,Class
22462,org.omg.DynamicAny.NameValuePairSeqHelper,,,Class
22463,org.omg.DynamicAny._DynAnyStub,,,Class
22464,org.omg.DynamicAny._DynEnumStub,,,Class
22465,org.omg.DynamicAny._DynSequenceStub,,,Class
22466,org.omg.DynamicAny._DynUnionStub,,,Class
22467,org.omg.DynamicAny.AnySeqHelper,,,Class
22468,org.omg.DynamicAny.DynAnyHelper,,,Class
22469,org.omg.DynamicAny.DynArrayHelper,,,Class
22470,org.omg.DynamicAny.DynFixedHelper,,,Class
22471,org.omg.DynamicAny.DynStructHelper,,,Class
22472,org.omg.DynamicAny.DynValueHelper,,,Class
22473,org.omg.DynamicAny.NameDynAnyPair,,,Class
22474,org.omg.DynamicAny.NameDynAnyPairSeqHelper,,,Class
22475,org.omg.DynamicAny.NameValuePairHelper,,,Class
22476,org.omg.DynamicAny.DynAnyFactoryPackage.InconsistentTypeCodeHelper,,,Class
22477,org.omg.DynamicAny.DynAnyPackage.InvalidValueHelper,,,Class
22478,org.omg.DynamicAny.DynAnyPackage.TypeMismatchHelper,,,Class
22479,org.omg.IOP.CodecFactoryHelper,,,Class
22480,org.omg.IOP.Encoding,,,Class
22481,org.omg.IOP.IORHelper,,,Class
22482,org.omg.IOP.MultipleComponentProfileHelper,,,Class
22483,org.omg.IOP.ProfileIdHelper,,,Class
22484,org.omg.IOP.ServiceContextHelper,,,Class
22485,org.omg.IOP.ServiceContextListHelper,,,Class
22486,org.omg.IOP.ServiceIdHelper,,,Class
22487,org.omg.IOP.TaggedComponentHelper,,,Class
22488,org.omg.IOP.TaggedProfile,,,Class
22489,org.omg.IOP.TaggedProfileHolder,,,Class
22490,org.omg.IOP.ComponentIdHelper,,,Class
22491,org.omg.IOP.IOR,,,Class
22492,org.omg.IOP.IORHolder,,,Class
22493,org.omg.IOP.MultipleComponentProfileHolder,,,Class
22494,org.omg.IOP.ServiceContext,,,Class
22495,org.omg.IOP.ServiceContextHolder,,,Class
22496,org.omg.IOP.ServiceContextListHolder,,,Class
22497,org.omg.IOP.TaggedComponent,,,Class
22498,org.omg.IOP.TaggedComponentHolder,,,Class
22499,org.omg.IOP.TaggedProfileHelper,,,Class
22500,org.omg.IOP.CodecFactoryPackage.UnknownEncodingHelper,,,Class
22501,org.omg.IOP.CodecPackage.FormatMismatchHelper,,,Class
22502,org.omg.IOP.CodecPackage.TypeMismatchHelper,,,Class
22503,org.omg.IOP.CodecPackage.InvalidTypeForEncodingHelper,,,Class
22504,org.omg.Messaging.SyncScopeHelper,,,Class
22505,org.omg.PortableInterceptor.AdapterManagerIdHelper,,,Class
22506,org.omg.PortableInterceptor.AdapterStateHelper,,,Class
22507,org.omg.PortableInterceptor.ForwardRequestHelper,,,Class
22508,org.omg.PortableInterceptor.IORInterceptor_3_0Helper,,,Class
22509,org.omg.PortableInterceptor.ObjectIdHelper,,,Class
22510,org.omg.PortableInterceptor.ObjectReferenceFactoryHolder,,,Class
22511,org.omg.PortableInterceptor.ObjectReferenceTemplateHolder,,,Class
22512,org.omg.PortableInterceptor.ObjectReferenceTemplateSeqHolder,,,Class
22513,org.omg.PortableInterceptor.ServerIdHelper,,,Class
22514,org.omg.PortableInterceptor.AdapterNameHelper,,,Class
22515,org.omg.PortableInterceptor.CurrentHelper,,,Class
22516,org.omg.PortableInterceptor.InvalidSlotHelper,,,Class
22517,org.omg.PortableInterceptor.IORInterceptor_3_0Holder,,,Class
22518,org.omg.PortableInterceptor.ObjectReferenceFactoryHelper,,,Class
22519,org.omg.PortableInterceptor.ObjectReferenceTemplateHelper,,,Class
22520,org.omg.PortableInterceptor.ObjectReferenceTemplateSeqHelper,,,Class
22521,org.omg.PortableInterceptor.ORBIdHelper,,,Class
22522,org.omg.PortableInterceptor.ORBInitInfoPackage.DuplicateNameHelper,,,Class
22523,org.omg.PortableInterceptor.ORBInitInfoPackage.ObjectIdHelper,,,Class
22524,org.omg.PortableInterceptor.ORBInitInfoPackage.InvalidNameHelper,,,Class
22525,org.omg.PortableServer._ServantActivatorStub,,,Class
22526,org.omg.PortableServer.CurrentHelper,,,Class
